Total_Pemasukan_Belum,Total_Pengeluaran_Belum,Total_Anggaran_Belum,Total_Tabungan_Belum,Status_Kesehatan_Finansial,Total_Pemasukan,Total_Pengeluaran,Total_Anggaran,Total_Tabungan
6505449,4672310,4238026,1364673,Perlu Perhatian,6500000,4700000,4200000,1400000
8876326,4659585,3372404,2612356,Perlu Perhatian,8900000,4700000,3400000,2600000
6721837,1362908,1123438,2371041,Sehat,6700000,1400000,1100000,2400000
16755460,8775808,6229095,4336837,Perlu Perhatian,16800000,8800000,6200000,4300000
4639926,1873575,2053601,1145282,Sehat,4600000,1900000,2100000,1100000
6089010,3309600,2508589,697476,Perlu Perhatian,6100000,3300000,2500000,700000
13256135,11684250,10978165,814672,Berisiko,13300000,11700000,11000000,800000
13756073,10767210,8904571,1401421,Perlu Perhatian,13800000,10800000,8900000,1400000
15189701,14656951,11578598,1143436,Berisiko,15200000,14700000,11600000,1100000
9275124,8845703,9229291,1339227,Berisiko,9300000,8800000,9200000,1300000
6283118,3005180,2478813,1675741,Sehat,6300000,3000000,2500000,1700000
11024872,3000651,2709153,3171282,Sehat,11000000,3000000,2700000,3200000
17879982,8345028,8069626,4122389,Sehat,17900000,8300000,8100000,4100000
3003058,1524807,1419645,851172,Perlu Perhatian,3000000,1500000,1400000,900000
13627831,3073253,3083846,2168471,Sehat,13600000,3100000,3100000,2200000
12924590,5486752,4751124,3008654,Sehat,12900000,5500000,4800000,3000000
19123572,4376331,4730020,7585189,Sehat,19100000,4400000,4700000,7600000
16008731,3381570,2807293,2148999,Sehat,16000000,3400000,2800000,2100000
10937883,3950546,3688085,1465519,Sehat,10900000,4000000,3700000,1500000
16154314,13961995,14911923,800433,Berisiko,16200000,14000000,14900000,800000
17351593,17218420,14361009,3027784,Berisiko,17400000,17200000,14400000,3000000
3232377,2209046,1705135,486313,Perlu Perhatian,3200000,2200000,1700000,500000
7616937,5691211,4167452,1907218,Perlu Perhatian,7600000,5700000,4200000,1900000
6968278,6219391,6083947,808019,Berisiko,7000000,6200000,6100000,800000
9315552,4480823,4258399,1081813,Sehat,9300000,4500000,4300000,1100000
19937796,4143916,3075740,7571580,Sehat,19900000,4100000,3100000,7600000
9042615,4608787,3882266,1856504,Perlu Perhatian,9000000,4600000,3900000,1900000
6481327,6011426,6020825,828430,Berisiko,6500000,6000000,6000000,800000
9743180,7680542,7941584,1072578,Perlu Perhatian,9700000,7700000,7900000,1100000
16678719,4011851,3167673,4923952,Sehat,16700000,4000000,3200000,4900000
18477807,9563198,7258758,3814150,Perlu Perhatian,18500000,9600000,7300000,3800000
11579211,12266629,9850607,2166103,Berisiko,11600000,12300000,9900000,2200000
10569298,3341833,3104998,3639859,Sehat,10600000,3300000,3100000,3600000
16769157,18776928,17567403,2137967,Berisiko,16800000,18800000,17600000,2100000
17049948,16526546,15705596,2072001,Berisiko,17000000,16500000,15700000,2100000
12778047,7341277,5820777,2122004,Perlu Perhatian,12800000,7300000,5800000,2100000
10230065,6683117,6309209,2243727,Perlu Perhatian,10200000,6700000,6300000,2200000
8089537,6248428,5245923,2355524,Perlu Perhatian,8100000,6200000,5200000,2400000
3325395,2260737,1806947,336279,Perlu Perhatian,3300000,2300000,1800000,300000
16100281,9764077,9926336,4360465,Perlu Perhatian,16100000,9800000,9900000,4400000
8859440,3635330,2558442,3213476,Sehat,8900000,3600000,2600000,3200000
17589288,15989451,15444567,3068466,Berisiko,17600000,16000000,15400000,3100000
19532125,9425935,9393753,3910566,Sehat,19500000,9400000,9400000,3900000
14228425,5050009,4951848,4869888,Sehat,14200000,5100000,5000000,4900000
3738600,1475186,1242809,1172780,Sehat,3700000,1500000,1200000,1200000
11652722,8011643,5730637,1582382,Perlu Perhatian,11700000,8000000,5700000,1600000
9865906,3625076,3610004,3061914,Sehat,9900000,3600000,3600000,3100000
5450484,2122219,1608718,2100378,Sehat,5500000,2100000,1600000,2100000
17657351,19186834,20302525,3070665,Berisiko,17700000,19200000,20300000,3100000
8493700,7054005,5746286,634636,Berisiko,8500000,7100000,5700000,600000
15752635,10364743,10240359,2259122,Perlu Perhatian,15800000,10400000,10200000,2300000
6895205,3862844,3687191,1931106,Perlu Perhatian,6900000,3900000,3700000,1900000
11784190,7808162,6605707,1291024,Perlu Perhatian,11800000,7800000,6600000,1300000
14272915,6605729,5090417,3090622,Sehat,14300000,6600000,5100000,3100000
13719088,9297208,7345731,2071120,Perlu Perhatian,13700000,9300000,7300000,2100000
11949185,10704915,8072958,862369,Berisiko,11900000,10700000,8100000,900000
3043163,2828382,2542761,47578,Berisiko,3000000,2800000,2500000,0
10873032,7467447,5985389,2140247,Perlu Perhatian,10900000,7500000,6000000,2100000
12392164,6970372,6919647,1589028,Perlu Perhatian,12400000,7000000,6900000,1600000
19898496,18979413,14402539,2770234,Berisiko,19900000,19000000,14400000,2800000
15184592,11674438,12485781,2863104,Perlu Perhatian,15200000,11700000,12500000,2900000
10093588,8720648,6184628,503575,Berisiko,10100000,8700000,6200000,500000
12011813,6992670,5926369,2023828,Perlu Perhatian,12000000,7000000,5900000,2000000
6931780,2520982,2350668,1431913,Sehat,6900000,2500000,2400000,1400000
9502529,3123804,2718482,1268323,Sehat,9500000,3100000,2700000,1300000
4750960,2727223,2512335,442145,Perlu Perhatian,4800000,2700000,2500000,400000
4087464,2547829,2397407,929544,Perlu Perhatian,4100000,2500000,2400000,900000
3721809,4345141,3087046,148052,Berisiko,3700000,4300000,3100000,100000
14197600,8621727,6242113,2061056,Perlu Perhatian,14200000,8600000,6200000,2100000
12578409,11379807,12108224,519709,Berisiko,12600000,11400000,12100000,500000
12234156,5307531,5676062,2591198,Sehat,12200000,5300000,5700000,2600000
15332810,14937498,14696084,2150044,Berisiko,15300000,14900000,14700000,2200000
4219170,3267905,2996897,719731,Perlu Perhatian,4200000,3300000,3000000,700000
13797192,7104068,6318430,930961,Perlu Perhatian,13800000,7100000,6300000,900000
5127440,3920405,3991747,1010304,Perlu Perhatian,5100000,3900000,4000000,1000000
10161885,4055816,2997260,3430201,Sehat,10200000,4100000,3000000,3400000
17548533,13263647,13362236,4840237,Perlu Perhatian,17500000,13300000,13400000,4800000
8611570,8189143,6452080,1001422,Berisiko,8600000,8200000,6500000,1000000
3709004,4379815,3210724,195643,Berisiko,3700000,4400000,3200000,200000
4188367,1417191,992103,762614,Sehat,4200000,1400000,1000000,800000
12288386,11152983,7933727,1300691,Berisiko,12300000,11200000,7900000,1300000
6820704,6369880,4516305,288141,Berisiko,6800000,6400000,4500000,300000
18309886,21775414,16058792,3408721,Berisiko,18300000,21800000,16100000,3400000
9759530,6133960,6295362,2098687,Perlu Perhatian,9800000,6100000,6300000,2100000
13288998,13675721,12732177,929079,Berisiko,13300000,13700000,12700000,900000
11344955,9458349,9047504,1835921,Berisiko,11300000,9500000,9000000,1800000
11936052,7920126,7890387,1508421,Perlu Perhatian,11900000,7900000,7900000,1500000
13790213,8277910,6899259,1265283,Perlu Perhatian,13800000,8300000,6900000,1300000
19321128,5389524,5296630,3443002,Sehat,19300000,5400000,5300000,3400000
8918062,3997136,3910562,1606297,Sehat,8900000,4000000,3900000,1600000
6435987,2935687,2691122,1948135,Sehat,6400000,2900000,2700000,1900000
9616107,8626536,7242459,1693901,Berisiko,9600000,8600000,7200000,1700000
18901721,5884596,4236791,6178722,Sehat,18900000,5900000,4200000,6200000
7559881,7888304,7229368,557412,Berisiko,7600000,7900000,7200000,600000
15587687,15984675,13236001,2641334,Berisiko,15600000,16000000,13200000,2600000
10399171,7345292,6766826,2698971,Perlu Perhatian,10400000,7300000,6800000,2700000
11757076,4044657,3711727,3198397,Sehat,11800000,4000000,3700000,3200000
7692157,1577023,1444791,1411177,Sehat,7700000,1600000,1400000,1400000
5103853,1239849,1271467,1135909,Sehat,5100000,1200000,1300000,1100000
18919661,17177447,18411928,355271,Berisiko,18900000,17200000,18400000,400000
10434335,8772434,9231218,465136,Berisiko,10400000,8800000,9200000,500000
18761175,4156858,4379845,3315341,Sehat,18800000,4200000,4400000,3300000
8786332,5572138,5915850,2309309,Perlu Perhatian,8800000,5600000,5900000,2300000
10129471,5746139,5740950,2834639,Perlu Perhatian,10100000,5700000,5700000,2800000
15292588,10216960,9601603,4019872,Perlu Perhatian,15300000,10200000,9600000,4000000
12500841,14833696,11928556,456174,Berisiko,12500000,14800000,11900000,500000
13348910,4556487,4296685,1754711,Sehat,13300000,4600000,4300000,1800000
6331795,6501988,6000505,503376,Berisiko,6300000,6500000,6000000,500000
17516833,15264520,12297132,965669,Berisiko,17500000,15300000,12300000,1000000
16013718,18795111,18974402,850994,Berisiko,16000000,18800000,19000000,900000
15079548,9073181,8379814,1150914,Perlu Perhatian,15100000,9100000,8400000,1200000
9865677,5863212,6429116,1684687,Perlu Perhatian,9900000,5900000,6400000,1700000
17342175,5957769,5684315,1970752,Sehat,17300000,6000000,5700000,2000000
15807236,7403237,5922758,2475976,Sehat,15800000,7400000,5900000,2500000
17879935,13288928,14049081,5216186,Perlu Perhatian,17900000,13300000,14000000,5200000
6857558,6859445,7520273,274589,Berisiko,6900000,6900000,7500000,300000
19496745,6534757,5421924,6138420,Sehat,19500000,6500000,5400000,6100000
18849712,17643270,14388423,999773,Berisiko,18800000,17600000,14400000,1000000
8792278,4567276,3320752,956682,Perlu Perhatian,8800000,4600000,3300000,1000000
19274734,8818642,6407820,7685582,Sehat,19300000,8800000,6400000,7700000
12425496,11591647,11381932,239781,Berisiko,12400000,11600000,11400000,200000
14190610,7842453,6750539,1316217,Perlu Perhatian,14200000,7800000,6800000,1300000
10238774,6036780,5063799,2920456,Perlu Perhatian,10200000,6000000,5100000,2900000
7797607,7989086,8386010,1044248,Berisiko,7800000,8000000,8400000,1000000
8501582,7013437,7382946,1668552,Berisiko,8500000,7000000,7400000,1700000
7963474,6298063,6165794,427710,Perlu Perhatian,8000000,6300000,6200000,400000
16055201,13260181,10209435,1933841,Berisiko,16100000,13300000,10200000,1900000
3082063,1101750,1028979,1018992,Sehat,3100000,1100000,1000000,1000000
15302393,3294220,3140134,2547507,Sehat,15300000,3300000,3100000,2500000
8400405,9405606,8551049,113647,Berisiko,8400000,9400000,8600000,100000
7456453,6246715,4678690,475112,Berisiko,7500000,6200000,4700000,500000
12976203,4256526,3206391,3371559,Sehat,13000000,4300000,3200000,3400000
14001562,15217804,14210467,2260702,Berisiko,14000000,15200000,14200000,2300000
11114962,8308764,7024386,960469,Perlu Perhatian,11100000,8300000,7000000,1000000
12730319,9678134,7906090,2656656,Perlu Perhatian,12700000,9700000,7900000,2700000
5268759,2257906,1885597,1585680,Sehat,5300000,2300000,1900000,1600000
8186165,6109708,4500839,2168641,Perlu Perhatian,8200000,6100000,4500000,2200000
17735421,8047825,8250412,3413138,Sehat,17700000,8000000,8300000,3400000
3228962,2416984,2408787,501222,Perlu Perhatian,3200000,2400000,2400000,500000
18151199,5823403,4735028,6805375,Sehat,18200000,5800000,4700000,6800000
18076650,7898481,8063224,4188241,Sehat,18100000,7900000,8100000,4200000
7208693,8125959,5851737,8639,Berisiko,7200000,8100000,5900000,0
7234005,4551930,3493532,676514,Perlu Perhatian,7200000,4600000,3500000,700000
16647349,11902816,9571472,1681890,Perlu Perhatian,16600000,11900000,9600000,1700000
16058854,15069797,15801183,2505482,Berisiko,16100000,15100000,15800000,2500000
15127859,3039263,2473178,6034948,Sehat,15100000,3000000,2500000,6000000
16718631,6094814,6555402,2547742,Sehat,16700000,6100000,6600000,2500000
16702028,4807699,5053691,2802167,Sehat,16700000,4800000,5100000,2800000
11607707,8032483,5848022,3046132,Perlu Perhatian,11600000,8000000,5800000,3000000
5624477,6523304,6506667,625316,Berisiko,5600000,6500000,6500000,600000
3547523,1807650,1959958,706657,Perlu Perhatian,3500000,1800000,2000000,700000
10778303,3713186,4011563,2436684,Sehat,10800000,3700000,4000000,2400000
19417276,22630853,15995377,3772696,Berisiko,19400000,22600000,16000000,3800000
8255205,6784900,6762594,1338757,Berisiko,8300000,6800000,6800000,1300000
9991599,11611681,9674514,72457,Berisiko,10000000,11600000,9700000,100000
7863077,6028997,5478093,1415208,Perlu Perhatian,7900000,6000000,5500000,1400000
16276267,14350772,13410521,2486884,Berisiko,16300000,14400000,13400000,2500000
7810308,3434660,3401179,1879429,Sehat,7800000,3400000,3400000,1900000
19126076,22740780,23939609,204497,Berisiko,19100000,22700000,23900000,200000
16126716,6547256,6091981,5578476,Sehat,16100000,6500000,6100000,5600000
17256627,5901618,4687033,2604997,Sehat,17300000,5900000,4700000,2600000
10524260,8954939,8531667,1622010,Berisiko,10500000,9000000,8500000,1600000
15538466,3862253,2746359,4953337,Sehat,15500000,3900000,2700000,5000000
9673581,4417038,3305309,1193965,Sehat,9700000,4400000,3300000,1200000
9155261,3919979,3736258,2958237,Sehat,9200000,3900000,3700000,3000000
11788955,12936893,10810462,1905162,Berisiko,11800000,12900000,10800000,1900000
18971461,4603741,4977898,3354843,Sehat,19000000,4600000,5000000,3400000
14605248,17013253,13607652,480271,Berisiko,14600000,17000000,13600000,500000
11363098,13608648,14456867,647630,Berisiko,11400000,13600000,14500000,600000
14398053,10847687,9720349,2191806,Perlu Perhatian,14400000,10800000,9700000,2200000
12336863,10715772,9124400,2100904,Berisiko,12300000,10700000,9100000,2100000
8932001,10216368,7906619,998662,Berisiko,8900000,10200000,7900000,1000000
5202152,3625484,3652684,1437167,Perlu Perhatian,5200000,3600000,3700000,1400000
4534198,3393791,2700556,1191875,Perlu Perhatian,4500000,3400000,2700000,1200000
6137070,4905098,5100469,395495,Perlu Perhatian,6100000,4900000,5100000,400000
19676727,4293270,3852890,6702893,Sehat,19700000,4300000,3900000,6700000
13113998,9978678,9087674,3446506,Perlu Perhatian,13100000,10000000,9100000,3400000
12744203,11130161,8780559,447626,Berisiko,12700000,11100000,8800000,400000
14301693,16010047,14913580,72038,Berisiko,14300000,16000000,14900000,100000
14048912,14093433,10408172,2110606,Berisiko,14000000,14100000,10400000,2100000
13058602,5689092,4040293,2845656,Sehat,13100000,5700000,4000000,2800000
13481391,8649954,8223596,3642655,Perlu Perhatian,13500000,8600000,8200000,3600000
11919658,6481321,4613105,1777175,Perlu Perhatian,11900000,6500000,4600000,1800000
4628624,2128395,2294907,909565,Sehat,4600000,2100000,2300000,900000
14448850,7841214,7220911,2460648,Perlu Perhatian,14400000,7800000,7200000,2500000
19778626,17680968,13422441,1803798,Berisiko,19800000,17700000,13400000,1800000
15653899,11057128,10771056,2729229,Perlu Perhatian,15700000,11100000,10800000,2700000
18965595,13318220,11488801,1865285,Perlu Perhatian,19000000,13300000,11500000,1900000
17385410,14988187,13049352,3259808,Berisiko,17400000,15000000,13000000,3300000
17576968,5357712,5198174,5107616,Sehat,17600000,5400000,5200000,5100000
19824311,4776415,4042827,7671412,Sehat,19800000,4800000,4000000,7700000
13550412,3043753,2394267,4547505,Sehat,13600000,3000000,2400000,4500000
12175240,2637511,2401946,2338421,Sehat,12200000,2600000,2400000,2300000
12224981,12494470,11839553,299185,Berisiko,12200000,12500000,11800000,300000
9079488,4087103,3956886,2208067,Sehat,9100000,4100000,4000000,2200000
3414548,2126300,1733250,460780,Perlu Perhatian,3400000,2100000,1700000,500000
12529803,6569049,5147965,1108122,Perlu Perhatian,12500000,6600000,5100000,1100000
19226329,13888026,13809145,3456054,Perlu Perhatian,19200000,13900000,13800000,3500000
12393383,13980510,10630954,243087,Berisiko,12400000,14000000,10600000,200000
19902680,11432227,11177745,5227525,Perlu Perhatian,19900000,11400000,11200000,5200000
13382644,10217316,7296089,3420838,Perlu Perhatian,13400000,10200000,7300000,3400000
15233472,13204329,14388987,564280,Berisiko,15200000,13200000,14400000,600000
13817062,15123223,14491269,564462,Berisiko,13800000,15100000,14500000,600000
13367020,5169123,5632376,3031352,Sehat,13400000,5200000,5600000,3000000
3358789,1892075,1746516,941925,Perlu Perhatian,3400000,1900000,1700000,900000
17069737,9350909,10082257,1964687,Perlu Perhatian,17100000,9400000,10100000,2000000
16483647,10352308,8431650,1453294,Perlu Perhatian,16500000,10400000,8400000,1500000
9072053,10861525,11785680,388386,Berisiko,9100000,10900000,11800000,400000
7341473,7586822,5408342,913419,Berisiko,7300000,7600000,5400000,900000
5859632,4047121,2983324,1324822,Perlu Perhatian,5900000,4000000,3000000,1300000
9006458,3073693,3239228,3110771,Sehat,9000000,3100000,3200000,3100000
4361287,1561949,1477741,1303587,Sehat,4400000,1600000,1500000,1300000
12583793,8157223,6371662,3502851,Perlu Perhatian,12600000,8200000,6400000,3500000
19592188,7755633,7813150,2488030,Sehat,19600000,7800000,7800000,2500000
3179730,3465027,2570118,505034,Berisiko,3200000,3500000,2600000,500000
17086670,6110671,5188140,5819584,Sehat,17100000,6100000,5200000,5800000
6903508,3823185,3888046,555388,Perlu Perhatian,6900000,3800000,3900000,600000
7456998,5944731,6248245,2148286,Perlu Perhatian,7500000,5900000,6200000,2100000
13407716,3621041,3397376,3156746,Sehat,13400000,3600000,3400000,3200000
18557986,12005203,12642512,2695740,Perlu Perhatian,18600000,12000000,12600000,2700000
6527310,2216515,2154385,1517444,Sehat,6500000,2200000,2200000,1500000
7521012,5426453,5440277,601464,Perlu Perhatian,7500000,5400000,5400000,600000
9572829,2821343,2310608,3784283,Sehat,9600000,2800000,2300000,3800000
11523795,2451394,2598544,2179320,Sehat,11500000,2500000,2600000,2200000
